chr	start	end	ATAC
chr17	52773000	52773200	U
chr17	52773200	52773400	U
chr17	52773400	52773600	U
chr17	52775000	52775200	U
chr17	52775800	52776000	U
chr17	52776000	52776200	U
chr17	52776400	52776600	U
chr17	52776600	52776800	U
chr17	52776800	52777000	U
chr17	52778000	52778200	U
chr17	52778200	52778400	U
chr17	52778800	52779000	U
chr17	52779000	52779200	U
chr17	52779400	52779600	U
chr17	52779600	52779800	U
chr17	52785800	52786000	U
chr17	52786000	52786200	U
chr17	52787200	52787400	U
chr17	52787400	52787600	U
chr17	52788600	52788800	U
chr17	52788800	52789000	U
chr17	52789000	52789200	U
chr17	52789200	52789400	U
chr17	52790000	52790200	U
chr17	52790200	52790400	U
chr17	52790400	52790600	U
chr17	52790600	52790800	U
chr17	52790800	52791000	U
chr17	52791000	52791200	U
chr17	52791200	52791400	U
chr17	52792400	52792600	U
chr17	52792600	52792800	U
chr17	52792800	52793000	U
chr17	52793000	52793200	U
chr17	52793200	52793400	U
chr17	52793400	52793600	U
chr17	52793600	52793800	U
chr17	52810800	52811000	U
chr17	52811000	52811200	U
chr17	52811200	52811400	U
chr17	52811600	52811800	U
chr17	52811800	52812000	U
chr17	52812000	52812200	U
chr17	52812200	52812400	U
chr17	52812800	52813000	U
chr17	52813200	52813400	U
chr17	52817800	52818000	U
chr17	52818000	52818200	U
chr17	52818200	52818400	U
chr17	52818400	52818600	U
chr17	52818600	52818800	U
chr17	52818800	52819000	U
chr17	52819000	52819200	U
chr17	52820400	52820600	U
chr17	52821000	52821200	U
chr17	52821200	52821400	U
chr17	52821400	52821600	U
chr17	52822000	52822200	U
chr17	52822600	52822800	U
chr17	52822800	52823000	U
chr17	52823200	52823400	U
chr17	52823400	52823600	U
chr17	52824200	52824400	U
chr17	52829000	52829200	U
chr17	52829200	52829400	U
chr17	52829400	52829600	U
chr17	52829600	52829800	U
chr17	52830200	52830400	U
chr17	52830400	52830600	U
chr17	52830600	52830800	U
chr17	52830800	52831000	U
chr17	52832200	52832400	U
chr17	52832400	52832600	U
chr17	52832600	52832800	U
chr17	52832800	52833000	U
chr17	52837600	52837800	U
chr17	52837800	52838000	U
chr17	52839000	52839200	U
chr17	52839200	52839400	U
chr17	52839400	52839600	U
chr17	52839600	52839800	U
chr17	52840200	52840400	U
chr17	52840600	52840800	U
chr17	52841400	52841600	U
chr17	52841600	52841800	U
chr17	52842600	52842800	U
chr17	52842800	52843000	U
chr17	52843000	52843200	U
chr17	52843200	52843400	U
chr17	52843400	52843600	U
chr17	52843600	52843800	U
chr17	52843800	52844000	U
chr17	52845400	52845600	U
chr17	52846000	52846200	U
chr17	52847200	52847400	U
chr17	52848000	52848200	U
chr17	52848800	52849000	U
chr17	52849000	52849200	U
chr17	52849200	52849400	U
chr17	52852400	52852600	U
chr17	52852600	52852800	U
chr17	52852800	52853000	U
chr17	52853000	52853200	U
chr17	52854000	52854200	U
chr17	52854600	52854800	U
chr17	52854800	52855000	U
chr17	52855000	52855200	U
chr17	52858200	52858400	U
chr17	52859800	52860000	U
chr17	52860000	52860200	U
chr17	52860200	52860400	U
chr17	52860800	52861000	U
chr17	52861000	52861200	U
chr17	52863600	52863800	U
chr17	52863800	52864000	U
chr17	52864000	52864200	U
chr17	52864200	52864400	U
chr17	52864600	52864800	U
chr17	52864800	52865000	U
chr17	52865000	52865200	U
chr17	52865200	52865400	U
chr17	52865800	52866000	U
chr17	52866000	52866200	U
chr17	52866200	52866400	U
chr17	52867200	52867400	U
chr17	52868200	52868400	U
chr17	52868400	52868600	U
chr17	52868600	52868800	U
chr17	52869200	52869400	U
chr17	52869400	52869600	U
chr17	52869600	52869800	U
chr17	52869800	52870000	U
chr17	52872200	52872400	U
chr17	52872400	52872600	U
chr17	52872600	52872800	U
chr17	52872800	52873000	U
chr17	52873000	52873200	U
chr17	52873600	52873800	U
chr17	52873800	52874000	U
chr17	52874000	52874200	U
chr17	52874200	52874400	U
chr17	52874400	52874600	U
chr17	52874600	52874800	U
chr17	52874800	52875000	U
chr17	52875000	52875200	U
chr17	52875200	52875400	U
chr17	52875400	52875600	U
chr17	52875600	52875800	U
chr17	52877600	52877800	U
chr17	52877800	52878000	U
chr17	52879000	52879200	U
chr17	52879200	52879400	U
chr17	52879400	52879600	U
chr17	52879600	52879800	U
chr17	52879800	52880000	U
chr17	52880200	52880400	U
chr17	52880400	52880600	U
chr17	52881000	52881200	U
chr17	52881200	52881400	U
chr17	52881400	52881600	U
chr17	52881600	52881800	U
chr17	52881800	52882000	U
chr17	52882000	52882200	U
chr17	52885600	52885800	U
chr17	52886000	52886200	U
chr17	52886200	52886400	U
chr17	52886400	52886600	U
chr17	52886800	52887000	U
chr17	52888000	52888200	U
chr17	52888200	52888400	U
chr17	52889000	52889200	U
chr17	52889200	52889400	U
chr17	52889400	52889600	U
chr17	52890800	52891000	U
chr17	52892600	52892800	U
chr17	52892800	52893000	U
chr17	52893000	52893200	U
chr17	52893200	52893400	U
chr17	52893400	52893600	U
chr17	52893600	52893800	U
chr17	52893800	52894000	U
chr17	52894000	52894200	U
chr17	52895800	52896000	U
chr17	52896200	52896400	U
chr17	52896800	52897000	U
chr17	52897000	52897200	U
chr17	52897200	52897400	U
chr17	52897800	52898000	U
chr17	52898000	52898200	U
chr17	52898200	52898400	U
chr17	52899000	52899200	U
chr17	52899200	52899400	U
chr17	52899400	52899600	U
chr17	52899600	52899800	U
chr17	52901000	52901200	U
chr17	52901400	52901600	U
chr17	52902200	52902400	U
chr17	52903400	52903600	U
chr17	52904200	52904400	U
chr17	52904400	52904600	U
chr17	52904600	52904800	U
chr17	52904800	52905000	U
chr17	52905000	52905200	U
chr17	52905200	52905400	U
chr17	52905400	52905600	U
chr17	52905600	52905800	U
chr17	52905800	52906000	U
chr17	52906000	52906200	U
chr17	52906200	52906400	U
chr17	52913000	52913200	U
chr17	52913200	52913400	U
chr17	52913800	52914000	U
chr17	52914000	52914200	U
chr17	52918800	52919000	U
chr17	52919000	52919200	U
chr17	52919600	52919800	U
chr17	52919800	52920000	U
chr17	52921400	52921600	U
chr17	52925800	52926000	U
chr17	52926000	52926200	U
chr17	52926200	52926400	U
chr17	52926400	52926600	U
chr17	52926600	52926800	U
chr17	52927400	52927600	U
chr17	52928600	52928800	U
chr17	52930000	52930200	U
chr17	52930200	52930400	U
chr17	52930400	52930600	U
chr17	52930600	52930800	U
chr17	52930800	52931000	U
chr17	52931000	52931200	U
chr17	52931200	52931400	U
chr17	52931800	52932000	U
chr17	52932000	52932200	U
chr17	52932200	52932400	U
chr17	52932600	52932800	U
chr17	52945000	52945200	U
chr17	52945200	52945400	U
chr17	52945400	52945600	U
chr17	52945600	52945800	U
chr17	52945800	52946000	U
chr17	52946000	52946200	U
chr17	52946200	52946400	U
chr17	52946400	52946600	U
chr17	52946600	52946800	U
chr17	52947400	52947600	U
chr17	52947600	52947800	U
chr17	52947800	52948000	U
chr17	52948000	52948200	U
chr17	52948200	52948400	U
chr17	52948400	52948600	U
chr17	52951400	52951600	U
chr17	52951600	52951800	U
chr17	52952600	52952800	U
chr17	52952800	52953000	U
chr17	52953000	52953200	U
chr17	52953800	52954000	U
chr17	52954800	52955000	U
chr17	52956000	52956200	U
chr17	52957000	52957200	U
chr17	52957600	52957800	U
chr17	52957800	52958000	U
chr17	52958400	52958600	U
chr17	52960400	52960600	U
chr17	52967600	52967800	U
chr17	52967800	52968000	U
chr17	52968000	52968200	U
chr17	52972000	52972200	U
chr17	52978000	52978200	U
chr17	52979200	52979400	U
chr17	52979400	52979600	U
chr17	52979600	52979800	U
chr17	52979800	52980000	U
chr17	52980000	52980200	U
chr17	52980200	52980400	U
chr17	52980400	52980600	U
chr17	52980600	52980800	U
chr17	52980800	52981000	U
chr17	52981000	52981200	U
chr17	52981200	52981400	U
chr17	52981400	52981600	U
chr17	52982000	52982200	U
chr17	52982800	52983000	U
chr17	52983000	52983200	U
chr17	52983600	52983800	U
chr17	52983800	52984000	U
chr17	52984000	52984200	U
chr17	52984200	52984400	U
chr17	52984400	52984600	U
chr17	52985000	52985200	U
chr17	52985200	52985400	U
chr17	52985600	52985800	U
chr17	52985800	52986000	U
chr17	52986000	52986200	U
chr17	52986200	52986400	U
chr17	52986400	52986600	U
chr17	52986600	52986800	U
chr17	52987000	52987200	U
chr17	52987200	52987400	U
chr17	52987400	52987600	U
chr17	52987600	52987800	U
chr17	52988400	52988600	U
chr17	52988800	52989000	U
chr17	52989000	52989200	U
chr17	52989200	52989400	U
chr17	52989400	52989600	U
chr17	52989800	52990000	U
chr17	52990400	52990600	U
chr17	52990600	52990800	U
chr17	52990800	52991000	U
chr17	52991000	52991200	U
chr17	52992000	52992200	U
chr17	52992400	52992600	U
chr17	52992600	52992800	U
chr17	52995000	52995200	U
chr17	52995200	52995400	U
chr17	52995400	52995600	U
chr17	52995600	52995800	U
chr17	52995800	52996000	U
chr17	52996000	52996200	U
chr17	52996200	52996400	U
chr17	52996400	52996600	U
chr17	53005600	53005800	U
chr17	53005800	53006000	U
chr17	53006000	53006200	U
chr17	53006800	53007000	U
chr17	53007000	53007200	U
chr17	53008000	53008200	U
chr17	53008800	53009000	U
chr17	53009000	53009200	U
chr17	53009200	53009400	U
chr17	53009600	53009800	U
chr17	53009800	53010000	U
chr17	53011400	53011600	U
chr17	53011600	53011800	U
chr17	53011800	53012000	U
chr17	53012000	53012200	U
chr17	53012200	53012400	U
chr17	53012800	53013000	U
chr17	53013000	53013200	U
chr17	53013600	53013800	U
chr17	53013800	53014000	U
chr17	53015000	53015200	U
chr17	53015200	53015400	U
chr17	53016000	53016200	U
chr17	53016200	53016400	U
chr17	53016400	53016600	U
chr17	53016600	53016800	U
chr17	53016800	53017000	U
chr17	53017000	53017200	U
chr17	53017200	53017400	U
chr17	53017400	53017600	U
chr17	53017800	53018000	U
chr17	53018000	53018200	U
chr17	53020800	53021000	U
chr17	53021000	53021200	U
chr17	53021200	53021400	U
chr17	53022800	53023000	U
chr17	53023400	53023600	U
chr17	53024200	53024400	U
chr17	53024400	53024600	U
chr17	53024600	53024800	U
chr17	53024800	53025000	U
chr17	53026600	53026800	U
chr17	53027400	53027600	U
chr17	53034400	53034600	U
chr17	53036600	53036800	U
chr17	53036800	53037000	U
chr17	53037000	53037200	U
chr17	53037600	53037800	U
chr17	53039200	53039400	U
chr17	53039400	53039600	U
chr17	53039600	53039800	U
chr17	53039800	53040000	U
chr17	53040000	53040200	U
chr17	53040200	53040400	U
chr17	53043200	53043400	U
chr17	53043400	53043600	U
chr17	53045200	53045400	U
chr17	53053800	53054000	U
chr17	53055000	53055200	U
chr17	53055200	53055400	U
chr17	53055400	53055600	U
chr17	53055600	53055800	U
chr17	53066800	53067000	U
chr17	53067400	53067600	U
chr17	53067600	53067800	U
chr17	53067800	53068000	U
chr17	53068000	53068200	U
chr17	53068600	53068800	U
chr17	53068800	53069000	U
chr17	53069000	53069200	U
chr17	53069200	53069400	U
chr17	53071200	53071400	U
chr17	53071400	53071600	U
chr17	53072000	53072200	U
chr17	53072200	53072400	U
chr17	53072800	53073000	U
chr17	53073000	53073200	U
chr17	53073200	53073400	U
chr17	53076600	53076800	U
chr17	53076800	53077000	U
chr17	53077400	53077600	U
chr17	53077600	53077800	U
chr17	53077800	53078000	U
chr17	53078000	53078200	U
chr17	53078200	53078400	U
chr17	53078600	53078800	U
chr17	53078800	53079000	U
chr17	53079000	53079200	U
chr17	53079200	53079400	U
chr17	53079600	53079800	U
chr17	53079800	53080000	U
chr17	53080000	53080200	U
chr17	53080200	53080400	U
chr17	53080400	53080600	U
chr17	53081800	53082000	U
chr17	53082200	53082400	U
chr17	53083000	53083200	U
chr17	53083800	53084000	U
chr17	53084400	53084600	U
chr17	53084600	53084800	U
chr17	53087200	53087400	U
chr17	53087800	53088000	U
chr17	53088200	53088400	U
chr17	53088400	53088600	U
chr17	53090600	53090800	U
chr17	53090800	53091000	U
chr17	53091400	53091600	U
chr17	53092000	53092200	U
chr17	53092200	53092400	U
chr17	53092400	53092600	U
chr17	53093000	53093200	U
chr17	53093200	53093400	U
chr17	53093400	53093600	U
chr17	53094000	53094200	U
chr17	53099200	53099400	U
chr17	53100000	53100200	U
chr17	53100600	53100800	U
chr17	53101200	53101400	U
chr17	53101800	53102000	U
chr17	53102000	53102200	U
chr17	53102200	53102400	U
chr17	53102400	53102600	U
chr17	53102600	53102800	U
chr17	53102800	53103000	U
chr17	53103000	53103200	U
chr17	53103200	53103400	U
chr17	53106600	53106800	U
chr17	53106800	53107000	U
chr17	53107000	53107200	U
chr17	53107200	53107400	U
chr17	53107400	53107600	U
chr17	53108600	53108800	U
chr17	53108800	53109000	U
chr17	53111000	53111200	U
chr17	53111200	53111400	U
chr17	53111400	53111600	U
chr17	53114000	53114200	U
chr17	53114200	53114400	U
chr17	53114400	53114600	U
chr17	53114600	53114800	U
chr17	53114800	53115000	U
chr17	53118600	53118800	U
chr17	53118800	53119000	U
chr17	53119000	53119200	U
chr17	53120400	53120600	U
chr17	53120600	53120800	U
chr17	53120800	53121000	U
chr17	53122400	53122600	U
chr17	53125600	53125800	U
chr17	53125800	53126000	U
chr17	53126000	53126200	U
chr17	53126600	53126800	U
chr17	53128200	53128400	U
chr17	53129600	53129800	U
chr17	53129800	53130000	U
chr17	53132600	53132800	U
chr17	53132800	53133000	U
chr17	53133000	53133200	U
chr17	53133200	53133400	U
chr17	53133400	53133600	U
chr17	53133600	53133800	U
chr17	53133800	53134000	U
chr17	53134000	53134200	U
chr17	53134200	53134400	U
chr17	53134400	53134600	U
chr17	53134600	53134800	U
chr17	53134800	53135000	U
chr17	53135000	53135200	U
chr17	53135200	53135400	U
chr17	53135400	53135600	U
chr17	53135600	53135800	U
chr17	53135800	53136000	U
chr17	53136000	53136200	U
chr17	53136200	53136400	U
chr17	53136400	53136600	U
chr17	53136600	53136800	U
chr17	53136800	53137000	U
chr17	53137000	53137200	U
chr17	53137200	53137400	U
chr17	53137400	53137600	U
chr17	53137600	53137800	U
chr17	53137800	53138000	U
chr17	53138000	53138200	U
chr17	53138200	53138400	U
chr17	53138400	53138600	U
chr17	53138600	53138800	U
chr17	53140600	53140800	U
chr17	53140800	53141000	U
chr17	53141200	53141400	U
chr17	53141400	53141600	U
chr17	53141600	53141800	U
chr17	53141800	53142000	U
chr17	53142000	53142200	U
chr17	53142200	53142400	U
chr17	53142400	53142600	U
chr17	53142600	53142800	U
chr17	53143400	53143600	U
chr17	53143600	53143800	U
chr17	53143800	53144000	U
chr17	53145000	53145200	U
chr17	53146800	53147000	U
chr17	53150200	53150400	U
chr17	53150400	53150600	U
chr17	53150600	53150800	U
chr17	53151400	53151600	U
chr17	53152400	53152600	U
chr17	53155000	53155200	U
chr17	53158800	53159000	U
chr17	53159400	53159600	U
chr17	53159600	53159800	U
chr17	53159800	53160000	U
chr17	53160000	53160200	U
chr17	53160200	53160400	U
chr17	53160400	53160600	U
chr17	53162600	53162800	U
chr17	53163800	53164000	U
chr17	53165600	53165800	U
chr17	53165800	53166000	U
chr17	53166000	53166200	U
chr17	53166600	53166800	U
chr17	53166800	53167000	U
chr17	53167000	53167200	U
chr17	53167200	53167400	U
chr17	53167400	53167600	U
chr17	53167600	53167800	U
chr17	53167800	53168000	U
chr17	53168000	53168200	U
chr17	53169000	53169200	U
chr17	53169200	53169400	U
chr17	53169400	53169600	U
chr17	53169600	53169800	U
chr17	53171000	53171200	U
chr17	53171200	53171400	U
chr17	53171400	53171600	U
chr17	53171600	53171800	U
chr17	53171800	53172000	U
chr17	53172000	53172200	U
chr17	53172200	53172400	U
chr17	53172400	53172600	U
chr17	53172600	53172800	U
chr17	53172800	53173000	U
chr17	53173000	53173200	U
chr17	53173200	53173400	U
chr17	53173400	53173600	U
chr17	53173600	53173800	U
chr17	53173800	53174000	U
chr17	53174000	53174200	U
chr17	53174200	53174400	U
chr17	53174400	53174600	U
chr17	53177600	53177800	U
chr17	53177800	53178000	U
chr17	53178000	53178200	U
chr17	53178200	53178400	U
chr17	53178400	53178600	U
chr17	53178600	53178800	U
chr17	53178800	53179000	U
chr17	53179000	53179200	U
chr17	53185200	53185400	U
chr17	53185400	53185600	U
chr17	53185600	53185800	U
chr17	53186000	53186200	U
chr17	53186200	53186400	U
chr17	53186400	53186600	U
chr17	53186600	53186800	U
chr17	53186800	53187000	U
chr17	53187000	53187200	U
chr17	53187200	53187400	U
chr17	53187400	53187600	U
chr17	53187600	53187800	U
chr17	53187800	53188000	U
chr17	53188400	53188600	U
chr17	53188600	53188800	U
chr17	53189600	53189800	U
chr17	53191400	53191600	U
chr17	53192000	53192200	U
chr17	53192200	53192400	U
chr17	53192400	53192600	U
chr17	53192600	53192800	U
chr17	53192800	53193000	U
chr17	53193400	53193600	U
chr17	53193600	53193800	U
chr17	53193800	53194000	U
chr17	53194000	53194200	U
chr17	53194400	53194600	U
chr17	53195000	53195200	U
chr17	53195200	53195400	U
chr17	53201600	53201800	U
chr17	53205200	53205400	U
chr17	53205400	53205600	U
chr17	53205600	53205800	U
chr17	53205800	53206000	U
chr17	53210800	53211000	U
chr17	53211000	53211200	U
chr17	53211200	53211400	U
chr17	53211400	53211600	U
chr17	53211600	53211800	U
chr17	53211800	53212000	U
chr17	53212000	53212200	U
chr17	53212200	53212400	U
chr17	53212400	53212600	U
chr17	53213600	53213800	U
chr17	53213800	53214000	U
chr17	53214000	53214200	U
chr17	53214200	53214400	U
chr17	53214400	53214600	U
chr17	53215800	53216000	U
chr17	53216000	53216200	U
chr17	53217200	53217400	U
chr17	53226000	53226200	U
chr17	53226800	53227000	U
chr17	53227000	53227200	U
chr17	53227200	53227400	U
chr17	53227600	53227800	U
chr17	53228800	53229000	U
chr17	53229000	53229200	U
chr17	53229200	53229400	U
chr17	53229400	53229600	U
chr17	53235400	53235600	U
chr17	53236400	53236600	U
chr17	53236600	53236800	U
chr17	53236800	53237000	U
chr17	53237000	53237200	U
chr17	53238200	53238400	U
chr17	53240600	53240800	U
chr17	53243800	53244000	U
chr17	53244000	53244200	U
chr17	53244400	53244600	U
chr17	53244600	53244800	U
chr17	53244800	53245000	U
chr17	53245000	53245200	U
chr17	53245200	53245400	U
chr17	53245400	53245600	U
chr17	53245600	53245800	U
chr17	53246000	53246200	U
chr17	53249200	53249400	U
chr17	53249400	53249600	U
chr17	53252600	53252800	U
chr17	53252800	53253000	U
chr17	53253000	53253200	U
chr17	53253200	53253400	U
chr17	53253400	53253600	U
chr17	53253600	53253800	U
chr17	53261400	53261600	U
chr17	53261800	53262000	U
chr17	53262000	53262200	U
chr17	53262200	53262400	U
chr17	53262400	53262600	U
chr17	53264000	53264200	U
chr17	53264600	53264800	U
chr17	53265200	53265400	U
chr17	53266000	53266200	U
chr17	53266200	53266400	U
chr17	53266400	53266600	U
chr17	53266600	53266800	U
chr17	53266800	53267000	U
chr17	53267200	53267400	U
chr17	53269200	53269400	U
chr17	53269400	53269600	U
chr17	53269600	53269800	U
chr17	53270800	53271000	U
chr17	53271600	53271800	U
chr17	53271800	53272000	U
chr17	53272000	53272200	U
chr17	53272600	53272800	U
chr17	53272800	53273000	U
chr17	53273000	53273200	U
chr17	53273200	53273400	U
chr17	53273400	53273600	U
chr17	53273600	53273800	U
chr17	53273800	53274000	U
chr17	53274000	53274200	U
chr17	53274200	53274400	U
chr17	53274400	53274600	U
chr17	53275800	53276000	U
chr17	53276400	53276600	U
chr17	53276600	53276800	U
chr17	53276800	53277000	U
chr17	53277000	53277200	U
chr17	53277400	53277600	U
chr17	53277600	53277800	U
chr17	53277800	53278000	U
chr17	53278200	53278400	U
chr17	53278400	53278600	U
chr17	53278600	53278800	U
chr17	53278800	53279000	U
chr17	53279800	53280000	U
chr17	53280000	53280200	U
chr17	53280200	53280400	U
chr17	53281400	53281600	U
chr17	53281600	53281800	U
chr17	53281800	53282000	U
chr17	53284200	53284400	U
chr17	53284400	53284600	U
chr17	53284600	53284800	U
chr17	53287200	53287400	U
chr17	53287800	53288000	U
chr17	53288200	53288400	U
chr17	53289000	53289200	U
chr17	53289200	53289400	U
chr17	53289400	53289600	U
chr17	53289600	53289800	U
chr17	53289800	53290000	U
chr17	53290600	53290800	U
chr17	53290800	53291000	U
chr17	53292600	53292800	U
chr17	53294200	53294400	U
chr17	53296200	53296400	U
chr17	53312600	53312800	U
chr17	53312800	53313000	U
chr17	53313000	53313200	U
chr17	53313200	53313400	U
chr17	53313400	53313600	U
chr17	53313600	53313800	U
chr17	53313800	53314000	U
chr17	53314000	53314200	U
chr17	53314200	53314400	U
chr17	53314600	53314800	U
chr17	53314800	53315000	U
chr17	53315000	53315200	U
chr17	53315200	53315400	U
chr17	53315400	53315600	U
chr17	53315600	53315800	U
chr17	53316600	53316800	U
chr17	53317400	53317600	U
chr17	53319400	53319600	U
chr17	53322800	53323000	U
chr17	53323000	53323200	U
chr17	53323400	53323600	U
chr17	53323600	53323800	U
chr17	53325200	53325400	U
chr17	53325400	53325600	U
chr17	53325600	53325800	U
chr17	53325800	53326000	U
chr17	53326000	53326200	U
chr17	53326200	53326400	U
chr17	53326400	53326600	U
chr17	53326600	53326800	U
chr17	53326800	53327000	U
chr17	53327000	53327200	U
chr17	53327200	53327400	U
chr17	53328600	53328800	U
chr17	53328800	53329000	U
chr17	53329000	53329200	U
chr17	53329200	53329400	U
chr17	53329400	53329600	U
chr17	53329600	53329800	U
chr17	53330200	53330400	U
chr17	53330400	53330600	U
chr17	53330600	53330800	U
chr17	53330800	53331000	U
chr17	53331600	53331800	U
chr17	53331800	53332000	U
chr17	53332000	53332200	U
chr17	53332200	53332400	U
chr17	53332800	53333000	U
chr17	53342400	53342600	U
chr17	53342600	53342800	U
chr17	53342800	53343000	U
chr17	53343000	53343200	U
chr17	53343800	53344000	U
chr17	53348000	53348200	U
chr17	53348400	53348600	U
chr17	53348800	53349000	U
chr17	53349000	53349200	U
chr17	53350000	53350200	U
chr17	53350200	53350400	U
chr17	53351800	53352000	U
chr17	53352600	53352800	U
chr17	53352800	53353000	U
chr17	53353000	53353200	U
chr17	53353200	53353400	U
chr17	53353400	53353600	U
chr17	53353600	53353800	U
chr17	53353800	53354000	U
chr17	53354000	53354200	U
chr17	53354200	53354400	U
chr17	53354400	53354600	U
chr17	53354600	53354800	U
chr17	53354800	53355000	U
chr17	53355000	53355200	U
chr17	53355200	53355400	U
chr17	53357800	53358000	U
chr17	53358000	53358200	U
chr17	53358200	53358400	U
chr17	53361000	53361200	U
chr17	53361200	53361400	U
chr17	53361400	53361600	U
chr17	53361600	53361800	U
chr17	53362600	53362800	U
chr17	53362800	53363000	U
chr17	53363000	53363200	U
chr17	53363200	53363400	U
chr17	53363400	53363600	U
chr17	53364400	53364600	U
chr17	53365400	53365600	U
chr17	53367200	53367400	U
chr17	53367400	53367600	U
chr17	53369000	53369200	U
chr17	53369200	53369400	U
chr17	53369400	53369600	U
chr17	53369600	53369800	U
chr17	53369800	53370000	U
chr17	53371000	53371200	U
chr17	53371200	53371400	U
chr17	53373600	53373800	U
chr17	53373800	53374000	U
chr17	53374000	53374200	U
chr17	53374200	53374400	U
chr17	53374400	53374600	U
chr17	53374600	53374800	U
chr17	53374800	53375000	U
chr17	53381800	53382000	U
chr17	53382000	53382200	U
chr17	53382200	53382400	U
chr17	53382400	53382600	U
chr17	53382600	53382800	U
chr17	53383200	53383400	U
chr17	53383400	53383600	U
chr17	53383600	53383800	U
chr17	53383800	53384000	U
chr17	53384000	53384200	U
chr17	53384200	53384400	U
chr17	53388200	53388400	U
chr17	53388400	53388600	U
chr17	53389200	53389400	U
chr17	53389400	53389600	U
chr17	53389600	53389800	U
chr17	53389800	53390000	U
chr17	53390000	53390200	U
chr17	53390200	53390400	U
chr17	53390400	53390600	U
chr17	53390600	53390800	U
chr17	53390800	53391000	U
chr17	53391000	53391200	U
chr17	53391200	53391400	U
chr17	53391400	53391600	U
chr17	53391600	53391800	U
chr17	53391800	53392000	U
chr17	53392000	53392200	U
chr17	53392200	53392400	U
chr17	53392600	53392800	U
chr17	53392800	53393000	U
chr17	53393000	53393200	U
chr17	53394000	53394200	U
chr17	53394600	53394800	U
chr17	53394800	53395000	U
chr17	53395000	53395200	U
chr17	53395200	53395400	U
chr17	53395800	53396000	U
chr17	53396000	53396200	U
chr17	53396200	53396400	U
chr17	53396400	53396600	U
chr17	53396600	53396800	U
chr17	53398000	53398200	U
chr17	53399200	53399400	U
chr17	53399400	53399600	U
chr17	53402600	53402800	U
chr17	53402800	53403000	U
chr17	53403600	53403800	U
chr17	53405600	53405800	U
chr17	53406400	53406600	U
chr17	53406600	53406800	U
chr17	53407000	53407200	U
chr17	53407200	53407400	U
chr17	53407400	53407600	U
chr17	53409000	53409200	U
chr17	53409200	53409400	U
chr17	53409400	53409600	U
chr17	53409600	53409800	U
chr17	53409800	53410000	U
chr17	53410000	53410200	U
chr17	53410200	53410400	U
chr17	53414000	53414200	U
chr17	53415600	53415800	U
chr17	53416000	53416200	U
chr17	53417400	53417600	U
chr17	53417600	53417800	U
chr17	53417800	53418000	U
chr17	53418000	53418200	U
chr17	53418200	53418400	U
chr17	53418400	53418600	U
chr17	53421800	53422000	U
chr17	53422000	53422200	U
chr17	53422200	53422400	U
chr17	53422800	53423000	U
chr17	53423200	53423400	U
chr17	53423400	53423600	U
chr17	53423600	53423800	U
chr17	53424200	53424400	U
chr17	53424800	53425000	U
chr17	53425000	53425200	U
chr17	53425200	53425400	U
chr17	53425800	53426000	U
chr17	53426000	53426200	U
chr17	53426200	53426400	U
chr17	53426400	53426600	U
chr17	53426800	53427000	U
chr17	53427000	53427200	U
chr17	53427200	53427400	U
chr17	53427400	53427600	U
chr17	53429800	53430000	U
chr17	53430000	53430200	U
chr17	53430200	53430400	U
chr17	53430600	53430800	U
chr17	53430800	53431000	U
chr17	53431000	53431200	U
chr17	53431200	53431400	U
chr17	53431400	53431600	U
chr17	53431600	53431800	U
chr17	53431800	53432000	U
chr17	53432000	53432200	U
chr17	53432200	53432400	U
chr17	53432400	53432600	U
chr17	53432600	53432800	U
chr17	53432800	53433000	U
chr17	53433000	53433200	U
chr17	53433200	53433400	U
chr17	53433400	53433600	U
chr17	53434000	53434200	U
chr17	53434200	53434400	U
chr17	53434400	53434600	U
chr17	53434600	53434800	U
chr17	53434800	53435000	U
chr17	53435000	53435200	U
chr17	53435800	53436000	U
chr17	53436000	53436200	U
chr17	53436200	53436400	U
chr17	53436400	53436600	U
chr17	53436600	53436800	U
chr17	53436800	53437000	U
chr17	53437000	53437200	U
chr17	53437200	53437400	U
chr17	53437400	53437600	U
chr17	53437600	53437800	U
chr17	53437800	53438000	U
chr17	53439200	53439400	U
chr17	53439400	53439600	U
chr17	53444600	53444800	U
chr17	53445200	53445400	U
chr17	53445400	53445600	U
chr17	53445600	53445800	U
chr17	53445800	53446000	U
chr17	53446000	53446200	U
chr17	53446200	53446400	U
chr17	53447600	53447800	U
chr17	53447800	53448000	U
chr17	53448000	53448200	U
chr17	53448200	53448400	U
chr17	53448400	53448600	U
chr17	53448600	53448800	U
chr17	53448800	53449000	U
chr17	53449000	53449200	U
chr17	53449200	53449400	U
chr17	53449400	53449600	U
chr17	53449600	53449800	U
chr17	53449800	53450000	U
chr17	53450000	53450200	U
chr17	53450200	53450400	U
chr17	53450400	53450600	U
chr17	53450600	53450800	U
chr17	53451000	53451200	U
chr17	53451800	53452000	U
chr17	53452000	53452200	U
chr17	53452400	53452600	U
chr17	53452600	53452800	U
chr17	53452800	53453000	U
chr17	53461600	53461800	U
chr17	53462200	53462400	U
chr17	53462400	53462600	U
chr17	53462600	53462800	U
chr17	53462800	53463000	U
chr17	53463400	53463600	U
chr17	53463800	53464000	U
chr17	53464000	53464200	U
chr17	53464200	53464400	U
chr17	53466400	53466600	U
chr17	53466600	53466800	U
